GFPipeID,PipeName,GFLocID,GF_LocID_Tag,LocID,Loc,GF_LocName,LocName,GF_FacilityType,GF_FacilityTypeGroup,ReportedFacilityType,LocSegment,LocZone,State,County,InterconnectingEntity,UpdatedTime,PartitionKey,RowKey
105,"East Tennessee Natural Gas, LLC",1050059178,,0059178,59178,,US GYPSUM,,,INT,,,TN,MARION,,2026-03-23T09:37:47.898642,Enbridge,1050059178
100,"Algonquin Gas Transmission, LLC",1000099826,,0099826,99826,,BROOKFIELD IN-LINE TRANSFER POINT,,,STA,,,CT,FAIRFIELD,,2026-03-23T09:37:47.898642,Enbridge,1000099826
120,"Texas Eastern Transmission, LP",1200070532,,0070532,70532,,"Atmos Energy Corporation- Benton, MO",,,LDC,,1,MO,SCOTT,,2026-03-23T09:37:47.898642,Enbridge,1200070532
100,"Algonquin Gas Transmission, LLC",1000080060,,0080060,80060,,G-24 LATERAL HEAD OF LATERAL,,,STA,,,MA,BARNSTABLE,,2026-03-23T09:37:47.898642,Enbridge,1000080060
120,"Texas Eastern Transmission, LP",1200070107,,0070107,70107,,Summit Utilities Arkansas Inc Cabot AR,,,LDC,,1,AR,LONOKE,,2026-03-23T09:37:47.898642,Enbridge,1200070107
104,"Egan Hub Storage, LLC",1040045113,,0045113,45113,,"FGT-STORAGE, LA (D40114/R40113)",,,INT,,,LA,ACADIA,,2026-03-23T09:37:47.898642,Enbridge,1040045113
120,"Texas Eastern Transmission, LP",1200073508,,0073508,73508,,"Atmos Energy/Roxie-Fayette Delivery-Franklin Co., MS",,,LDC,,ELA,MS,FRANKLIN,,2026-03-23T09:37:47.898642,Enbridge,1200073508
120,"Texas Eastern Transmission, LP",1200073617,,0073617,73617,,Kinder Morgan Tejas- Nueces Bay,,,LDC,,STX,TX,SAN PATRICIO,,2026-03-23T09:37:47.898642,Enbridge,1200073617
120,"Texas Eastern Transmission, LP",1200074187,,0074187,74187,,"DEFS - Guadalupe Delivery - Lavaca Co., TX",,,LDC,,STX,TX,LAVACA,,2026-03-23T09:37:47.898642,Enbridge,1200074187
120,"Texas Eastern Transmission, LP",1200073295,,0073295,73295,,"HEC PETROLEUM-FULTON FULLER #1, NACOG. CO., TX (REC)",,,WHD,,ETX,TX,NACOGDOCHES,,2026-03-23T09:37:47.898642,Enbridge,1200073295
120,"Texas Eastern Transmission, LP",1200071000,,0071000,71000,,"Gulf South Pipeline Company, LP - West Monroe, LA  (Receipt)",,,INT,,ELA,LA,OUACHITA,,2026-03-23T09:37:47.898642,Enbridge,1200071000
120,"Texas Eastern Transmission, LP",1200070275,,0070275,70275,,"Elizabethtown Gas Company - Elizabeth, NJ",,,LDC,,3,NJ,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1200070275
100,"Algonquin Gas Transmission, LLC",1000000081,,0000081,81,,"National Grid-POTTER St. (NORFOLK,MA)",,,LDC,,,MA,NORFOLK,,2026-03-23T09:37:47.898642,Enbridge,1000000081
120,"Texas Eastern Transmission, LP",1200070098,,0070098,70098,,"Fulton, MS",,,LDC,,1,MS,ITAWAMBA,,2026-03-23T09:37:47.898642,Enbridge,1200070098
120,"Texas Eastern Transmission, LP",1200072580,,0072580,72580,,"Southcross Mississippi Pipeline, LP- Hinds, MS - DEL (B/D 76580)",,,INT,,ELA,MS,HINDS,,2026-03-23T09:37:47.898642,Enbridge,1200072580
120,"Texas Eastern Transmission, LP",1200073432,,0073432,73432,,Houston Pipeline Vidor,,,INT,,WLA,TX,ORANGE,,2026-03-23T09:37:47.898642,Enbridge,1200073432
120,"Texas Eastern Transmission, LP",1200074530,,0074530,74530,,Gator Express-Plaquemines,,,END,,ELA,LA,PLAQUEMINES,,2026-03-23T09:37:47.898642,Enbridge,1200074530
100,"Algonquin Gas Transmission, LLC",1000000087,,0000087,87,,"PG&E Manchester St, (PROVIDENCE,RI)",,,LDC,,,RI,PROVIDENCE,,2026-03-23T09:37:47.898642,Enbridge,1000000087
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N1002,,00N1002,N1002,,Nexus/DEO,,,INT,,M1,OH,ERIE,,2026-03-23T09:37:47.898642,Enbridge,11500N1002
120,"Texas Eastern Transmission, LP",1200071331,,0071331,71331,,"Thebes, IL",,,LDC,,1,IL,ALEXANDER,,2026-03-23T09:37:47.898642,Enbridge,1200071331
120,"Texas Eastern Transmission, LP",1200070035,,0070035,70035,,"PECO Energy - Tilghman St. - Chester, PA",,,LDC,,3,PA,DELAWARE,,2026-03-23T09:37:47.898642,Enbridge,1200070035
120,"Texas Eastern Transmission, LP",1200075884,,0075884,75884,,"EQT QVC STEIGER RIDGE ROAD, MONROE CO, OH (D73884/R73885)",,,INT,,2,OH,MONROE,,2026-03-23T09:37:47.898642,Enbridge,1200075884
120,"Texas Eastern Transmission, LP",1200079974,,0079974,79974,,M1 30 INCH CUSTODY TRANSFER POINT,,,STA,,1,MS,ATTALA,,2026-03-23T09:37:47.898642,Enbridge,1200079974
120,"Texas Eastern Transmission, LP",1200073391,,0073391,73391,,"Arcadia Operating,LLC- Golden Miner #1 / San Jacinto Co., TX (REC)",,,WHD,,STX,TX,SAN JACINTO,,2026-03-23T09:37:47.898642,Enbridge,1200073391
120,"Texas Eastern Transmission, LP",1200072892,,0072892,72892,,"Enterprise Texas Pipeline, LLC - Panola County, TX (REC)",,,INT,,ETX,TX,PANOLA,,2026-03-23T09:37:47.898642,Enbridge,1200072892
120,"Texas Eastern Transmission, LP",1200073653,,0073653,73653,,TEPPCO/Beaumont Vapor Recovery,,,END,,STX,TX,JEFFERSON,,2026-03-23T09:37:47.898642,Enbridge,1200073653
120,"Texas Eastern Transmission, LP",1200070128,,0070128,70128,,"Public Service - Linden, NJ",,,LDC,,3,NJ,UNION,,2026-03-23T09:37:47.898642,Enbridge,1200070128
120,"Texas Eastern Transmission, LP",1200072999,,0072999,72999,,"American Explorer - Shore Oil #1 - Lafourche Psh., La",,,WHD,,ELA,LA,LAFOURCHE,,2026-03-23T09:37:47.898642,Enbridge,1200072999
113,"Nautilus Pipeline Company, L.L.C.",11300NA036,,00NA036,NA036,,MANTA RAY @ SS207 A (992200),,,INT,,,OF,SHIP SHOAL,,2026-03-23T09:37:47.898642,Enbridge,11300NA036
100,"Algonquin Gas Transmission, LLC",1000099855,,0099855,99855,,SALEM LATERAL CUSTODY TRANSFER POINT,,,STA,,,MA,ESSEX,,2026-03-23T09:37:47.898642,Enbridge,1000099855
120,"Texas Eastern Transmission, LP",1200079971,,0079971,79971,,HEAD OF MANHATTAN EXTENSION - EXTENSION,,,STA,,3,NY,RICHMOND,,2026-03-23T09:37:47.898642,Enbridge,1200079971
105,"East Tennessee Natural Gas, LLC",1050059330,,0059330,59330,,"Texas Eastern - Hartsville, TN",,,INT,,,TN,TROUSDALE,,2026-03-23T09:37:47.898642,Enbridge,1050059330
105,"East Tennessee Natural Gas, LLC",1050059340,,0059340,59340,,"EQT ENERGY -DICKENSON #6-DICKENSON CO.,VA",,,WHD,,,VA,DICKENSON,,2026-03-23T09:37:47.898642,Enbridge,1050059340
100,"Algonquin Gas Transmission, LLC",1000000625,,0000625,625,,"Excelerate Energy LP - Expedient (ESSEX,MA)",,,LNG,,,MA,ESSEX,,2026-03-23T09:37:47.898642,Enbridge,1000000625
120,"Texas Eastern Transmission, LP",1200070429,,0070429,70429,,"Tompkinsville, KY",,,LDC,,2,KY,MONROE,,2026-03-23T09:37:47.898642,Enbridge,1200070429
109,"Mississippi Canyon Gas Pipeline, LLC",10900M0021,,00M0021,M0021,,Ursa Platform MC 809-2,,,WHD,,,OF,WEST DELTA 143,,2026-03-23T09:37:47.898642,Enbridge,10900M0021
120,"Texas Eastern Transmission, LP",1200070058,,0070058,70058,,"National Grid Metro NY, Goethals Rd., Staten Island, Richmond Co.,",,,LDC,,3,NY,RICHMOND,,2026-03-23T09:37:47.898642,Enbridge,1200070058
105,"East Tennessee Natural Gas, LLC",1050059031,,0059031,59031,,MTUD MONTEREY,,,LDC,,,TN,PUTNAM,,2026-03-23T09:37:47.898642,Enbridge,1050059031
120,"Texas Eastern Transmission, LP",1200073718,,0073718,73718,,"Columbia-Marietta, Lancaster Co., PA",,,INT,,3,PA,LANCASTER,,2026-03-23T09:37:47.898642,Enbridge,1200073718
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4MJ1,,00N4MJ1,N4MJ1,,(VEC) VECTOR MILFORD JUNCTION RECEIPT,,,STA,,M2,MI,OAKLAND,,2026-03-23T09:37:47.898642,Enbridge,11500N4MJ1
120,"Texas Eastern Transmission, LP",1200070449,,0070449,70449,,"Public Service - Central Works, NJ",,,LDC,,3,NJ,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1200070449
105,"East Tennessee Natural Gas, LLC",1050059214,,0059214,59214,,WYTHEVILLE,,,LDC,,,VA,WYTHE,,2026-03-23T09:37:47.898642,Enbridge,1050059214
120,"Texas Eastern Transmission, LP",1200073712,,0073712,73712,,"Energy Corporation of America-Ridge Rd., Greene Co., PA.",,,WHD,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200073712
120,"Texas Eastern Transmission, LP",1200076910,,0076910,76910,,"Dominion Energy Transmission, Inc - LEBANON, WARREN CO, OH",,,INT,,2,OH,WARREN,,2026-03-23T09:37:47.898642,Enbridge,1200076910
106,"Garden Banks Gas Pipeline, LLC",10600G0012,,00G0012,G0012,,SEA ROBIN (992105),,,INT,,,OF,SOUTH MARSH IS.,,2026-03-23T09:37:47.898642,Enbridge,10600G0012
100,"Algonquin Gas Transmission, LLC",1000000059,,0000059,59,,"MONTVILLE (NEW LONDON,CT)",,,LDC,,,CT,NEW LONDON,,2026-03-23T09:37:47.898642,Enbridge,1000000059
120,"Texas Eastern Transmission, LP",1200075866,,0075866,75866,,"CHENIERE LNG, BEAUREGARD PA,LA (D-73866/R-73566)",,,LNG,,WLA,LA,BEAUREGARD,,2026-03-23T09:37:47.898642,Enbridge,1200075866
103,"Big Sandy Pipeline, LLC",1030095002,,0095002,95002,,Mark West - Langley Processing,,,PLT,,,KY,FLOYD,,2026-03-23T09:37:47.898642,Enbridge,1030095002
120,"Texas Eastern Transmission, LP",1200070458,,0070458,70458,,"PEOPLES NAT - Ebensburg, PA",,,LDC,,3,PA,CAMBRIA,,2026-03-23T09:37:47.898642,Enbridge,1200070458
120,"Texas Eastern Transmission, LP",1200073235,,0073235,73235,,"National Energy & Trad. - W. Feliciana Psh, LA.",,,LDC,,ELA,LA,WEST FELICIANA,,2026-03-23T09:37:47.898642,Enbridge,1200073235
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4140,,00N4140,N4140,,(DTE) DTE GAS STORAGE - W10 -  DELIVERY,,,STA,,M2,MI,MACOMB,,2026-03-23T09:37:47.898642,Enbridge,11500N4140
120,"Texas Eastern Transmission, LP",1200070418,,0070418,70418,,"Gloster, MS",,,LDC,,ELA,MS,AMITE,,2026-03-23T09:37:47.898642,Enbridge,1200070418
120,"Texas Eastern Transmission, LP",1200070299,,0070299,70299,,"Florence, AL",,,LDC,,1,AL,LAUDERDALE,,2026-03-23T09:37:47.898642,Enbridge,1200070299
120,"Texas Eastern Transmission, LP",1200071745,,0071745,71745,,"Dominion Energy Transmission, Inc -Chambersburg, PA",,,INT,,3,PA,FRANKLIN,,2026-03-23T09:37:47.898642,Enbridge,1200071745
100,"Algonquin Gas Transmission, LLC",1000000810,,0000810,810,,"Middletown, (MIDDLESEX,CT)",,,END,,,CT,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1000000810
105,"East Tennessee Natural Gas, LLC",1050059156,,0059156,59156,,SMELTER SERVICE CORPORATION,,,END,,,TN,MAURY,,2026-03-23T09:37:47.898642,Enbridge,1050059156
120,"Texas Eastern Transmission, LP",1200073399,,0073399,73399,,"FFA Petroleum-Kramer Gathering, Jackson Co., TX",,,WHD,,STX,TX,JACKSON,,2026-03-23T09:37:47.898642,Enbridge,1200073399
100,"Algonquin Gas Transmission, LLC",1000000819,,0000819,819,,"Middletown- Cromwell Fairfield, CT",,,LDC,,,CT,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1000000819
120,"Texas Eastern Transmission, LP",1200073153,,0073153,73153,,"PECO -- Brookhaven, PA",,,LDC,,3,PA,DELAWARE,,2026-03-23T09:37:47.898642,Enbridge,1200073153
120,"Texas Eastern Transmission, LP",1200079058,,0079058,79058,,MIDDLESEX EXTENSION,,,STA,,3,NJ,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1200079058
120,"Texas Eastern Transmission, LP",1200073455,,0073455,73455,,"McBee Operating Company, LLC-Rippy #1 Nacog. Co., TX (REC)",,,WHD,,ETX,TX,NACOGDOCHES,,2026-03-23T09:37:47.898642,Enbridge,1200073455
105,"East Tennessee Natural Gas, LLC",1050050076,,0050076,50076,,KINGSPORT LATERAL,,,STA,,,TN,SULLIVAN,,2026-03-23T09:37:47.898642,Enbridge,1050050076
120,"Texas Eastern Transmission, LP",1200072080,,0072080,72080,,"Great Lakes Energy Partners.- #1 Tex. Gulf-Centre Co., PA",,,WHD,,3,PA,CENTRE,,2026-03-23T09:37:47.898642,Enbridge,1200072080
120,"Texas Eastern Transmission, LP",1200070398,,0070398,70398,,"Bernie, MO",,,LDC,,1,MO,STODDARD,,2026-03-23T09:37:47.898642,Enbridge,1200070398
120,"Texas Eastern Transmission, LP",1200073338,,0073338,73338,,SantosUSA Corp,,,WHD,,STX,TX,MATAGORDA,,2026-03-23T09:37:47.898642,Enbridge,1200073338
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4459,,00N4459,N4459,,(DTE) UNION ST. CLAIR - POOL RECEIPT,,,STA,,M2,MI,ST CLAIR,,2026-03-23T09:37:47.898642,Enbridge,11500N4459
101,Bobcat Gas Storage,1010045409,,0045409,45409,,ANR - STORAGE (R-INJ 40409/D-WTD 40410),,,INT,,,LA,ST LANDRY,,2026-03-23T09:37:47.898642,Enbridge,1010045409
120,"Texas Eastern Transmission, LP",1200071424,,0071424,71424,,"New Roads, LA",,,LDC,,ELA,LA,POINTE COUPEE,,2026-03-23T09:37:47.898642,Enbridge,1200071424
120,"Texas Eastern Transmission, LP",1200074202,,0074202,74202,,"Access Midstream Highway 219 - Jefferson Co., OH",,,WHD,,2,OH,JEFFERSON,,2026-03-23T09:37:47.898642,Enbridge,1200074202
121,Tres Palacios Gas Storage LLC,1210045311,,0045311,45311,,TRANSCO CTGS (TPGS1060B),,,INT,,,TX,MATAGORDA,,2026-03-23T09:37:47.898642,Enbridge,1210045311
105,"East Tennessee Natural Gas, LLC",1050059162,,0059162,59162,,Middle Tennessee Nat Gas Utility Dist,,,LDC,,,TN,FENTRESS,,2026-03-23T09:37:47.898642,Enbridge,1050059162
104,"Egan Hub Storage, LLC",1040045105,,0045105,45105,,"TENN. GAS - STORAGE, LA (D40106/40105)",,,INT,,,LA,ACADIA,,2026-03-23T09:37:47.898642,Enbridge,1040045105
105,"East Tennessee Natural Gas, LLC",1050059085,,0059085,59085,,SWEETWATER,,,LDC,,,TN,MONROE,,2026-03-23T09:37:47.898642,Enbridge,1050059085
120,"Texas Eastern Transmission, LP",1200073577,,0073577,73577,,"Texas Gas/Fayetville, AR.",,,INT,,1,AR,WHITE,,2026-03-23T09:37:47.898642,Enbridge,1200073577
105,"East Tennessee Natural Gas, LLC",1050059102,,0059102,59102,,MONTEAGLE,,,LDC,,,TN,GRUNDY,,2026-03-23T09:37:47.898642,Enbridge,1050059102
120,"Texas Eastern Transmission, LP",1200073980,,0073980,73980,,Louisiana Energy Gateway (LEG) - Coonie Jackson Road - Beauregard,,,INT,,WLA,LA,BEAUREGARD,,2026-03-23T09:37:47.898642,Enbridge,1200073980
100,"Algonquin Gas Transmission, LLC",1000000827,,0000827,827,,"National Grid-WEYMOUTH (NORFOLK,MA)",,,LDC,,,MA,NORFOLK,,2026-03-23T09:37:47.898642,Enbridge,1000000827
120,"Texas Eastern Transmission, LP",1200070313,,0070313,70313,,"Columbia, KY",,,LDC,,2,KY,ADAIR,,2026-03-23T09:37:47.898642,Enbridge,1200070313
120,"Texas Eastern Transmission, LP",1200073411,,0073411,73411,,"Discovery/Transco Delivery, LaFourche Parish, LA",,,INT,,ELA,LA,LAFOURCHE,,2026-03-23T09:37:47.898642,Enbridge,1200073411
120,"Texas Eastern Transmission, LP",1200073542,,0073542,73542,,"Blackhawk Energy, LLC -  Entriken Interconnect, PA",,,WHD,,3,PA,HUNTINGDON,,2026-03-23T09:37:47.898642,Enbridge,1200073542
105,"East Tennessee Natural Gas, LLC",1050059212,,0059212,59212,,"CITIZENS GAS #2 - DEER LODGE - MORGAN COUNTY, TN",,,LDC,,,TN,MORGAN,,2026-03-23T09:37:47.898642,Enbridge,1050059212
120,"Texas Eastern Transmission, LP",1200073703,,0073703,73703,,"Williams-Transco, Lower Chanceford-York Co., PA.",,,INT,,3,PA,YORK,,2026-03-23T09:37:47.898642,Enbridge,1200073703
116,"Southeast Supply Header, LLC",1160083007,,0083007,83007,,Transco Collins (Del - 83107),,,INT,,,MS,COVINGTON,,2026-03-23T09:37:47.898642,Enbridge,1160083007
100,"Algonquin Gas Transmission, LLC",1000000831,,0000831,831,,"CMEEC-PIERCE POWER PLANT-(NEW HAVEN,CT)",,,END,,,CT,NEW HAVEN,,2026-03-23T09:37:47.898642,Enbridge,1000000831
120,"Texas Eastern Transmission, LP",1200071362,,0071362,71362,,"Jonesboro, IL",,,LDC,,1,IL,UNION,,2026-03-23T09:37:47.898642,Enbridge,1200071362
105,"East Tennessee Natural Gas, LLC",1050059073,,0059073,59073,,AFG GREENLAND,,,LDC,,,TN,WASHINGTON,,2026-03-23T09:37:47.898642,Enbridge,1050059073
105,"East Tennessee Natural Gas, LLC",1050059339,,0059339,59339,,"MIDWESTERN GAS TRANSMISSION-TROUSDALE INTERCONNECT-TROUSDALE CO.,",,,INT,,,TN,TROUSDALE,,2026-03-23T09:37:47.898642,Enbridge,1050059339
105,"East Tennessee Natural Gas, LLC",1050059336,,0059336,59336,,"Range Resources-Dickenson Co #2 -DICKENSON CO., VA",,,WHD,,,VA,DICKENSON,,2026-03-23T09:37:47.898642,Enbridge,1050059336
100,"Algonquin Gas Transmission, LLC",1000080074,,0080074,80074,,G-22 SYSTEM,,,STA,,,MA,BRISTOL,,2026-03-23T09:37:47.898642,Enbridge,1000080074
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4221,,00N4221,N4221,,(DTE) NEXUS - YPSILANTI POOL RECEIPT,,,STA,,M1,MI,WASHTENAW,,2026-03-23T09:37:47.898642,Enbridge,11500N4221
105,"East Tennessee Natural Gas, LLC",1050059050,,0059050,59050,,UCG JOHNSON CITY WEST,,,LDC,,,TN,WASHINGTON,,2026-03-23T09:37:47.898642,Enbridge,1050059050
100,"Algonquin Gas Transmission, LLC",1000080000,,0080000,80000,,INTERCONNECT AGT MAINLINE & LAKE ROAD LALTERAL,,,STA,,,CT,HARTFORD,,2026-03-23T09:37:47.898642,Enbridge,1000080000
120,"Texas Eastern Transmission, LP",1200079109,,0079109,79109,,"LATERAL 10-S - RELIANT ENERGY - CHOCTAW CO., MS - MAINLINE",,,STA,,1,MS,CHOCTAW,,2026-03-23T09:37:47.898642,Enbridge,1200079109
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4C15,,00N4C15,N4C15,,(VEC) ST. JOSEPH ENERGY CENTER,,,STA,,M2,IN,ST JOSEPH,,2026-03-23T09:37:47.898642,Enbridge,11500N4C15
100,"Algonquin Gas Transmission, LLC",1000000061,,0000061,61,,"Woodland RD (NORFOLK,MA)",,,LDC,,,MA,NORFOLK,,2026-03-23T09:37:47.898642,Enbridge,1000000061
120,"Texas Eastern Transmission, LP",1200072533,,0072533,72533,,"T & F Exploration, LP., MM - Somerset Co., PA",,,LDC,,2,PA,SOMERSET,,2026-03-23T09:37:47.898642,Enbridge,1200072533
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4308,,00N4308,N4308,,(DTE) VECTOR - BELLE RIVER - POOL RECEIPT,,,STA,,M2,MI,ST CLAIR,,2026-03-23T09:37:47.898642,Enbridge,11500N4308
120,"Texas Eastern Transmission, LP",1200072849,,0072849,72849,,"ENI Petroleum US LLC - 365 MC, LA",,,WHD,,ELA,OF,MAIN PASS,,2026-03-23T09:37:47.898642,Enbridge,1200072849
121,Tres Palacios Gas Storage LLC,1210040333,,0040333,40333,,KM Houston Central Pipeline (Copano) (TPGS1010R),,,INT,,,TX,COLORADO,,2026-03-23T09:37:47.898642,Enbridge,1210040333
120,"Texas Eastern Transmission, LP",1200073818,,0073818,73818,,"Dewbre Petroleum/McGill Heirs #1-Santa Rose Ranch-Kenedy Co., TX",,,WHD,,STX,TX,KENEDY,,2026-03-23T09:37:47.898642,Enbridge,1200073818
121,Tres Palacios Gas Storage LLC,1210045321,,0045321,45321,,ENTERPRISE TEXAS (VALERO) (TPGS1020B),,,INT,,,TX,WHARTON,,2026-03-23T09:37:47.898642,Enbridge,1210045321
100,"Algonquin Gas Transmission, LLC",1000080059,,0080059,80059,,LATERAL M SYSTEM MAINLINE,,,,,,,,,2026-03-23T09:37:47.898642,Enbridge,1000080059
120,"Texas Eastern Transmission, LP",1200073505,,0073505,73505,,DESF-Angel City Gathering-Goliad Co. TX,,,WHD,,STX,TX,GOLIAD,,2026-03-23T09:37:47.898642,Enbridge,1200073505
100,"Algonquin Gas Transmission, LLC",1000000074,,0000074,74,,"National Grid-WELLESLEY (NORFOLK,MA)",,,LDC,,,MA,NORFOLK,,2026-03-23T09:37:47.898642,Enbridge,1000000074
100,"Algonquin Gas Transmission, LLC",1000080806,,0080806,80806,,G-24 MAINLINE HEAD OF LATERAL,,,STA,,,MA,BARNSTABLE,,2026-03-23T09:37:47.898642,Enbridge,1000080806
120,"Texas Eastern Transmission, LP",1200071616,,0071616,71616,,"Col. Gas - Fairfield Co., OH",,,INT,,2,OH,FAIRFIELD,,2026-03-23T09:37:47.898642,Enbridge,1200071616
105,"East Tennessee Natural Gas, LLC",1050059081,,0059081,59081,,"Cytec Industries, Inc.",,,END,,,TN,MAURY,,2026-03-23T09:37:47.898642,Enbridge,1050059081
120,"Texas Eastern Transmission, LP",1200079978,,0079978,79978,,NUECES CONNECTOR (MAINLINE),,,STA,,STX,TX,,,2026-03-23T09:37:47.898642,Enbridge,1200079978
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4HD1,,00N4HD1,N4HD1,,(VEC) HARTLAND,,,STA,,M2,MI,LIVINGSTON,,2026-03-23T09:37:47.898642,Enbridge,11500N4HD1
105,"East Tennessee Natural Gas, LLC",1050059183,,0059183,59183,,Fayetteville Gas System,,,LDC,,,TN,LINCOLN,,2026-03-23T09:37:47.898642,Enbridge,1050059183
100,"Algonquin Gas Transmission, LLC",1000000011,,0000011,11,,"Taunton (BRISTOL, MA)",,,LDC,,,MA,BRISTOL,,2026-03-23T09:37:47.898642,Enbridge,1000000011
120,"Texas Eastern Transmission, LP",1200070364,,0070364,70364,,"Magnum Producing, LP - May, TX",,,WHD,,STX,TX,KLEBERG,,2026-03-23T09:37:47.898642,Enbridge,1200070364
117,Saltville Gas Storage Company L.L.C.,1170044777,,0044777,44777,,SALTVILLE STORAGE INJECTION,,,INT,,,VA,SMYTH,,2026-03-23T09:37:47.898642,Enbridge,1170044777
120,"Texas Eastern Transmission, LP",1200079660,,0079660,79660,,MARIETTA CUSTODY TRANSFER POINT,,,STA,,3,PA,LANCASTER,,2026-03-23T09:37:47.898642,Enbridge,1200079660
100,"Algonquin Gas Transmission, LLC",1000000851,,0000851,851,,"Brookfield Delivery (FAIRFIELD,CT)",,,INT,,,CT,FAIRFIELD,,2026-03-23T09:37:47.898642,Enbridge,1000000851
120,"Texas Eastern Transmission, LP",1200072428,,0072428,72428,,"Somerset Gas - Casey Co., KY",,,WHD,,2,KY,CASEY,,2026-03-23T09:37:47.898642,Enbridge,1200072428
120,"Texas Eastern Transmission, LP",1200075868,,0075868,75868,,EASTERN GAS - CRAYNE REC- (REC72868/DEL76868),,,INT,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200075868
104,"Egan Hub Storage, LLC",1040045117,,0045117,45117,,"BAYOU COVE - STORAGE, LA (D40118/R40117)",,,,,,,,,2026-03-23T09:37:47.898642,Enbridge,1040045117
100,"Algonquin Gas Transmission, LLC",1000000035,,0000035,35,,"Salem Pike (NORWICH, CT)",,,LDC,,,CT,NEW LONDON,,2026-03-23T09:37:47.898642,Enbridge,1000000035
105,"East Tennessee Natural Gas, LLC",1050059320,,0059320,59320,,MORGAN COUNTY 7,,,WHD,,,TN,MORGAN,,2026-03-23T09:37:47.898642,Enbridge,1050059320
105,"East Tennessee Natural Gas, LLC",1050059227,,0059227,59227,,KUB TOPSIDE INTERCONNECT,,,LDC,,,TN,KNOX,,2026-03-23T09:37:47.898642,Enbridge,1050059227
109,"Mississippi Canyon Gas Pipeline, LLC",10900M0026,,00M0026,M0026,,MC 989 Vito,,,WHD,,,OF,WEST DELTA 143,,2026-03-23T09:37:47.898642,Enbridge,10900M0026
120,"Texas Eastern Transmission, LP",1200072694,,0072694,72694,,"NCL Natural Resources, LLC (Eastern States Expl)- Centre Co., PA",,,WHD,,3,PA,CENTRE,,2026-03-23T09:37:47.898642,Enbridge,1200072694
113,"Nautilus Pipeline Company, L.L.C.",11300NA007,,00NA007,NA007,,COLUMBIA GULF TRANSMISSION (992205),,,PLT,,,LA,ST MARY,,2026-03-23T09:37:47.898642,Enbridge,11300NA007
105,"East Tennessee Natural Gas, LLC",1050059199,,0059199,59199,,"Thomas A. Smith Energy Facility-Murray Co., GA",,,END,,,GA,MURRAY,,2026-03-23T09:37:47.898642,Enbridge,1050059199
100,"Algonquin Gas Transmission, LLC",1000000829,,0000829,829,,"National Grid-SANDWICH (BARNSTABLE,MA)",,,LDC,,,MA,BARNSTABLE,,2026-03-23T09:37:47.898642,Enbridge,1000000829
120,"Texas Eastern Transmission, LP",1200071435,,0071435,71435,,"Cleco Energy - Chireno #1, TX  (Delivery)",,,LDC,,ETX,TX,NACOGDOCHES,,2026-03-23T09:37:47.898642,Enbridge,1200071435
105,"East Tennessee Natural Gas, LLC",1050059020,,0059020,59020,,ORUD,,,LDC,,,TN,ANDERSON,,2026-03-23T09:37:47.898642,Enbridge,1050059020
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4422,,00N4422,N4422,,(DTE) GREAT LAKES - BELLE RIVER DELIVERY,,,STA,,M2,MI,ST CLAIR,,2026-03-23T09:37:47.898642,Enbridge,11500N4422
120,"Texas Eastern Transmission, LP",1200073504,,0073504,73504,,"Walter Oil & Gas-Kasman Gathering -  Matagorda Co., TX",,,WHD,,STX,TX,MATAGORDA,,2026-03-23T09:37:47.898642,Enbridge,1200073504
105,"East Tennessee Natural Gas, LLC",1050059224,,0059224,59224,,"Industrial Development Authority-Hillsville-Carroll Co., VA",,,END,,,VA,CARROLL,,2026-03-23T09:37:47.898642,Enbridge,1050059224
120,"Texas Eastern Transmission, LP",1200074058,,0074058,74058,,"National Grid Metro NY, Goethals Rd., Staten Island, Richmond Co.,",,,LDC,,3,NY,RICHMOND,,2026-03-23T09:37:47.898642,Enbridge,1200074058
120,"Texas Eastern Transmission, LP",1200071439,,0071439,71439,,"Indiana Gas Co. - Dubois, IN",,,LDC,,2,IN,DUBOIS,,2026-03-23T09:37:47.898642,Enbridge,1200071439
120,"Texas Eastern Transmission, LP",1200070859,,0070859,70859,,"Gulf South Pipeline, LP - Huntsville, TX  (Delivery)",,,INT,,ETX,TX,SAN JACINTO,,2026-03-23T09:37:47.898642,Enbridge,1200070859
